#ID,Type_MiKu,ItemType,EquipmentSlotType,Name [JA],Name [EN],Rarity,Grade,Physical Attack,Magical Attack,Range Distance,Special Performance,Durability,Hardness,Weight,Slash,Strike,Pierce,checkup,Bonus Tolerance,FIG,THI,MAG,PRI,SAM,NIN,BIS,LOR,CLO,ALC,Occupations,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUK,Poison,Paralysis,Stone,Faint,Blind,Sleep,Silent,Charm,Confus ,Fear,Fire Def,Water Def,Wind Def,Earth Def,Light Def,Dark Def,Fire Atk,Water Atk,Wind Atk,Earth Atk,Light Atk,Dark atk,Sellable,Tradable,NEW,Lootable,Blessable,Cursable,Lower Limit,Upper Limit,required_str,required_vit,required_dex,required_agi,required_int,required_pie,required_luk,required_soul_level,required_alignment,required_human,required_elf,required_dwarf,required_gnome,required_porkul,required_gender,When Equipped [JA],When equipped [EN],Positive Effect,Abnormal State [JA],Abnormal State [EN],Abnormal State [JA] (text),Abnormal State [EN] (text),Status Effect,Comment [JA],Comment [EN],Obtained [JA],Obtained [EN],Note [JA],Note [EN],Collation [JA],Collation [EN],Evidence,
52000011,General Items,OTHERS,NONE,死神のスフィア,Death Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000012,General Items,OTHERS,NONE,ギフトボックス,Gift Box,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000013,General Items,OTHERS,NONE,転職支援ボックス,Class Changer Box Set,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000014,General Items,OTHERS,NONE,偽神のスフィア,False God Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000015,General Items,OTHERS,NONE,素敵な小箱,Lovely Little Box,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000016,General Items,OTHERS,NONE,歪竜のスフィア,Distortion dragon of Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000017,General Items,OTHERS,NONE,素敵な小箱【力仕事】,Nice small box [heavy lifting],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,Law,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000018,General Items,OTHERS,NONE,お楽しみスフィア,Enjoy Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000019,General Items,OTHERS,NONE,素敵な小箱【運び屋】,Nice small box [courier],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000020,General Items,OTHERS,NONE,揺らぎのスフィア,Sphere of fluctuation,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000021,General Items,OTHERS,NONE,色のスフィア,The color of the sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000022,General Items,FORGESTONE,NONE,上位職転職石ボックス,Higher-level executives change jobs stone box,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000023,General Items,OTHERS,NONE,ティーエの魔法の小箱【アントン】,Small box of magic Tie [Anton],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000024,General Items,OTHERS,NONE,変異のスフィア,Mutations of Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,6,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000025,General Items,OTHERS,NONE,素敵な小箱【救助活動】,Nice small box [rescue],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,7,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000026,General Items,OTHERS,NONE,狂乱のスフィア,Frenzy of Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000027,General Items,OTHERS,NONE,素敵な小箱【友情】,Nice small box [friendship],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,7,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000028,General Items,OTHERS,NONE,狂王の不思議な小箱,Mysterious small box of Kyoo,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000029,General Items,OTHERS,NONE,素敵な宝石箱【礎】,Nice jewelry box [foundation],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000030,General Items,OTHERS,NONE,素敵な宝石箱【耐】,Nice jewelry box [resistance],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000031,General Items,OTHERS,NONE,素敵な宝石箱【攻】,Nice jewelry box [attack],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000032,General Items,OTHERS,NONE,素敵な宝石箱【魔】,Nice jewelry box [Ma],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000033,General Items,OTHERS,NONE,素敵な宝石箱【守】,Nice jewelry box [protect],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000034,General Items,OTHERS,NONE,素敵な宝石箱【援】,Nice jewelry box [assistance],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000035,General Items,OTHERS,NONE,スミシースフィア,Sumi Sea Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000036,General Items,OTHERS,NONE,深淵のスフィア,Sphere of abyss,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000037,General Items,OTHERS,NONE,迷宮の豪華箱,Labyrinth of luxury box,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000038,General Items,OTHERS,NONE,謎の装飾箱,The mystery of the decorative box,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000039,General Items,OTHERS,NONE,使いかけのチョコレートキット,Use over chocolate kit,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000040,General Items,OTHERS,NONE,暗闇色の小箱,Small box of dark color,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,7,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000041,General Items,OTHERS,NONE,漆黒のスフィア,Raven Sphere,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000042,General Items,OTHERS,NONE,スモールチェスト【GR1】,Small chest [GR1],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000043,General Items,OTHERS,NONE,スモールチェスト【GR2】,Small chest [GR2],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000044,General Items,OTHERS,NONE,スモールチェスト【GR3】,Small chest [GR3],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000045,General Items,OTHERS,NONE,スモールチェスト【GR4】,Small chest [GR4],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000046,General Items,OTHERS,NONE,スモールチェスト【GR5】,Small Chest GR5],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000047,General Items,OTHERS,NONE,スモールチェスト【GR6】,Small chest [GR6],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000048,General Items,OTHERS,NONE,スモールチェスト【GR7】,Small chest [GR7],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000049,General Items,OTHERS,NONE,スモールチェスト【GR8】,Small Chest GR8],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000050,General Items,OTHERS,NONE,スモールチェスト【GR9】,Small chest [GR9],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000051,General Items,OTHERS,NONE,スモールチェスト【GR10】,Small chest [GR10],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000052,General Items,OTHERS,NONE,スモールチェスト【GR11】,Small chest [GR11],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000053,General Items,OTHERS,NONE,スモールチェスト【GR12】,Small chest [GR12],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000054,General Items,OTHERS,NONE,スモールチェスト【GR13】,Small chest [GR13],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000055,General Items,OTHERS,NONE,スモールチェスト【GR14】,Small chest [GR14],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000056,General Items,OTHERS,NONE,スモールチェスト【GR15】,Small chest [GR15],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000057,General Items,OTHERS,NONE,スモールチェスト【GR16】,Small chest [GR16],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000058,General Items,OTHERS,NONE,スモールチェスト【GR17】,Small chest [GR17],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000059,General Items,OTHERS,NONE,スモールチェスト【GR18】,Small chest [GR18],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000060,General Items,OTHERS,NONE,スモールチェスト【GR19】,Small chest [GR19],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000061,General Items,OTHERS,NONE,スモールチェスト【GR20】,Small chest [GR20],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000062,General Items,OTHERS,NONE,スモールチェスト【GR21】,Small chest [GR21],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000063,General Items,OTHERS,NONE,スモールチェスト【GR22】,Small chest [GR22],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000064,General Items,OTHERS,NONE,スモールチェスト【GR23】,Small chest [GR23],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000065,General Items,OTHERS,NONE,スモールチェスト【GR24】,Small chest [GR24],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
52000066,General Items,OTHERS,NONE,豪華な宝石箱【盤】,Luxury jewelry box [Board],None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,8,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
