#,#識別情報,,,,,,,,,,,,,,良/悪,任意にはずせるか,上書き効果,,,状態異常種別,,,,特殊エリアに表示,装備バフか,
#,#serialid,ゲーム内名称,,アイコンID,ログID,死亡時のログID,ステルス時ログID,エフェクトID,モーション停止,足跡無効,ブライトのライト,追加トレイル(物理系)エフェクトID,保険護符(装備),効果重複時ログID,,,,エフェクトログID,,,チェンジマップ時エフェクト再生無効,画面効果,アクションボタン強制有効,,,
#,#:6000個まで,通常時,ゲーム内説明,,,,,,,,,,,,,,,,付与効果時,,,,,,,
#,#,,,,,,自動計算,,,,,,,,,,,,,,,,,,,
#,1,,,,,,,,,,,,,,5,6,9,,,4,,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
63372,ガード成功時被ＧＰダメージ減少（パッシブ） Lv.2,ガード時被ＧＰダメージ減少（パッシブ） Lv.2,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63373,ガード成功時被ＧＰダメージ減少（パッシブ） Lv.3,ガード時被ＧＰダメージ減少（パッシブ） Lv.3,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63374,ガード成功時被ＧＰダメージ減少（パッシブ） Lv.4,ガード時被ＧＰダメージ減少（パッシブ） Lv.4,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63375,ガード成功時被ＧＰダメージ減少（パッシブ） Lv.5,ガード時被ＧＰダメージ減少（パッシブ） Lv.5,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63376,ガード成功時被ＧＰダメージ減少（パッシブ） Lv.6,ガード時被ＧＰダメージ減少（パッシブ） Lv.6,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63377,ガード成功時被ＧＰダメージ減少（パッシブ） Lv.7,ガード時被ＧＰダメージ減少（パッシブ） Lv.7,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63381,プリシジョンガード,ガード開始時にダメージ大幅軽減,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63382,プリシジョンガード,ガード開始時にダメージ大幅軽減,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63383,プリシジョンガード,ガード開始時にダメージ大幅軽減,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63384,プリシジョンガード,ガード開始時にダメージ大幅軽減,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63385,プリシジョンガード,ガード開始時にダメージ大幅軽減,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63386,プリシジョンガード,ガード開始時にダメージ大幅軽減,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63387,プリシジョンガード,ガード開始時にダメージ大幅軽減,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63389,,,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
63401,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63402,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63403,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63404,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63405,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63406,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63407,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63408,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63409,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63410,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63411,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63412,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63413,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63414,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63421,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63422,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63423,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63424,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63425,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63426,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63427,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63428,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63429,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63430,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63431,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63432,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63433,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63434,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>／</br><color PARAM_UP>受けるダメージ減少（中立）</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63441,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63442,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63443,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63444,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63445,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63446,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63447,レイジ,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>被ダメージ時「通常攻撃に固定ダメージを追加」が発生</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63448,人形の守り,<color PARAM_UP>受ける物理ダメージを減少</color>,105003,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63451,被ダメージ時OD増加+被ダメージ減少,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>受けるダメージ減少</color>,105003,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
63452,被ダメージ時OD増加+被ダメージ減少,<color PARAM_UP>ダメージを受けた時のＯＤ増加量上昇</color>／<color PARAM_UP>受けるダメージ減少</color>,105003,1,,1,,,,,,,1,GOOD,0,2,,,,,,,,1,
63453,被ハードヒット時瞬間物理防御力大上昇,<color PARAM_UP>被ハードヒット時被物理防御大上昇</color>,301002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
63454,物理防御大上昇,,,0,,0,,,,,,,0,GOOD,0,0,,,,,,,,1,
63501,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63502,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63503,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63504,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63505,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63506,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63507,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63511,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63512,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63513,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63514,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63515,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63516,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63517,ボルテージ,<color PARAM_UP>ダメージを与えた時のＯＤ増加量上昇</color>,105004,1,,1,10,,,,,,1,GOOD,1,0,,,,,,,,,
63521,ＯＤ回路切断,<color PARAM_DN>ＯＤ回復停止</color>,105018,1,,1,,,,,,,1,BAD,0,0,,,,,,,,,
63522,魔力回路切断,<color PARAM_DN>魔法使用禁止</color>,400005,1,,1,,,,,,,1,BAD,0,0,,,,,,,,,
63551,SAM職業特性攻撃時OD回復量上昇Lv1,SAM職業特性攻撃時OD回復量上昇Lv1,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63552,SAM職業特性攻撃時OD回復量上昇Lv2,SAM職業特性攻撃時OD回復量上昇Lv2,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63553,SAM職業特性攻撃時OD回復量上昇Lv3,SAM職業特性攻撃時OD回復量上昇Lv3,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63554,CLO職業特性攻撃時OD回復量上昇Lv1,CLO職業特性攻撃時OD回復量上昇Lv1,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63555,CLO職業特性攻撃時OD回復量上昇Lv2,CLO職業特性攻撃時OD回復量上昇Lv2,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63556,CLO職業特性攻撃時OD回復量上昇Lv3,CLO職業特性攻撃時OD回復量上昇Lv3,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
63561,攻撃時OD回復量上昇,<color PARAM_UP>攻撃時OD回復量上昇</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
63562,OD消費スキル使用時確率でOD回復,<color PARAM_UP>ODを消費するスキル使用時一定確率でODが回復する</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
63601,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63602,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63603,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63604,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63605,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63606,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63607,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63610,,,,,,,,,,,,,,GOOD,1,0,,,,,,,,,
63611,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63612,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63613,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63614,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63615,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63616,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63617,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63621,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63622,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63623,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63624,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63625,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63626,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63627,ハームレス,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63651,トラップダメージ増加,<color PARAM_DN>ダンジョントラップのダメージ増加</color>,102003,1,,1,,,,,,,1,BAD,0,2,,,,,,,,1,
63661,ダンジョントラップのダメージ減少,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,0,2,,,,,,,,1,
63671,白百合の医療箱,<color PARAM_UP>ダンジョントラップのダメージ減少</color>,304002,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,,
63701,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63702,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63703,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63704,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63705,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63706,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63707,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63711,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63712,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63713,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63714,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63715,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63716,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63717,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63721,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63722,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63723,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63724,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63725,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63726,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63727,オーバーユーズ,<color PARAM_UP>物理防御力上昇</color>／<color PARAM_UP>魔法防御力上昇</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103005,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63731,幼心の痩せ我慢,<color PARAM_UP>スキル消費OD減少</color>／<color PARAM_UP>スキル消費MP減少</color>／</br><color PARAM_DN>時間経過ダメージ</color>,103025,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63801,クイックムーブ,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63802,クイックムーブ,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63803,クイックムーブ,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63804,ガード成功時移動速度上昇,,,,,,,,,,,,,NONE,0,1,,,,,,,,1,
63805,世界最速兎,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63806,ブレイクスルー,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63811,縮地・神速移動,<color PARAM_UP>移動速度上昇</color>,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
63812,縮地・神速移動,<color PARAM_UP>移動速度上昇</color>,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
63813,縮地・神速移動,<color PARAM_UP>移動速度上昇</color>,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
63814,縮地・神速移動,<color PARAM_UP>移動速度上昇</color>,,,,,,,,,,,,GOOD,0,0,,,,,,,,,
63821,移動速度上昇,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,2,,,,,,,,,
63831,早歩,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63832,早歩,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63833,早歩,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63834,早歩,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63835,早歩,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63836,早歩,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63837,早歩,<color PARAM_UP>移動速度上昇</color>,104001,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
63901,最大重量上昇,<color PARAM_UP>最大重量上昇＋１</color>,101006,1,,1,,,,,,,1,NONE,0,1,,,,,,,,1,
63902,最大重量上昇,<color PARAM_UP>最大重量上昇＋１</color>,101006,1,,1,,,,,,,1,NONE,0,1,,,,,,,,1,
