#ID,Type,Name [JA],Name [EN],Rarity,Grade,Physical,Magical,Range Distance,Special Performance,Durability,Hardness,Weight,Slash,Strike,Pierce,checkup,Bonus Tolerance,FIG,THI,MAG,PRI,SAM,NIN,BIS,LOR,CLO,ALC,Occupations,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUK,Poison,Paralysis,Stone,Faint,Blind,Sleep,Silent,Charm,Confus ,Fear,Fire Def,Water Def,Wind Def,Earth Def,Light Def,Dark Def,Fire Atk,Water Atk,Wind Atk,地攻,光攻,闇攻,Sellable,Tradable,NEW,Lootable,Blessable,Cursable,Lower Limit,Upper Limit,Requirements,When Equipped [JA],When equipped [EN],Positive Effect,Abnormal State [JA],Abnormal State [EN],Abnormal State [JA] (text),Abnormal State [EN] (text),Status Effect,Comment [JA],Comment [EN],Obtained [JA],Obtained [EN],Note [JA],Note [EN],Collation [JA],Collation [EN],Evidence
11100505,Two-Handed Club,デスプレッシャー,Death pressure,Master,21,244,127,0,0,50,4,8.00,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,140,30,8,8,-3,-3,3,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,LVによる物理攻撃力上昇,Physical attack power rise due to LV,TRUE,混乱,confusion,コンラン,Conran,5%,,,,,,,,,A
11100506,Two-Handed Club,シュトルムボック,Sturm Bock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100507,Two-Handed Club,【RD】ウォールブレイカー,[RD] Wall Breaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100508,Two-Handed Club,スラーブハンマー,Surabu hammer,Master,24,360,179,0,0,50,4,15.00,0,100,0,ok,47,1,0,0,1,0,0,1,0,1,0,329,120,0,16,0,-3,-5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,通常攻撃時確率でパワーチャージ発動,Power charge triggered in the normal attack during the probability,TRUE,物理防御力低下,Decreased physical defense force,フツリホウキヨリヨクテイカ,Hutu Li broom better Tayca,-5%,,,,,,,,,E
11100601,Two-Handed Club,ウェイトインパクト,Wait impact,Normal,23,262,127,0,0,50,4,8.00,0,100,0,ok,37,1,0,0,1,0,0,1,0,1,0,329,50,0,6,4,0,-5,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100602,Two-Handed Club,確認用：両手棍0602,Confirmation: both hands haltere 0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100603,Two-Handed Club,セルフィウス,Serufiusu,Master,26,403,202,0,0,50,4,9.50,0,100,0,ok,48,1,0,0,1,0,0,0,0,1,0,265,240,0,23,12,2,-2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,62,-1,,アクティブバリア,Active barrier,TRUE,,,,,0%,,,,,,,,,E
11100604,Two-Handed Club,グランフォルス,Gran false,Master,25,374,183,0,0,50,4,13.00,0,100,0,ok,48,1,0,0,1,0,0,0,0,0,0,9,200,0,20,11,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,,攻撃時 OD 回復量上昇,Attack when OD recovery amount rises,TRUE,,,,,0%,,,,,[スキル] デストラクトサイン,[Skills] destruct sign,,,E
11100605,Two-Handed Club,確認用：両手棍0605,Confirmation: both hands haltere 0605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100606,Two-Handed Club,怨嗟壊槌,Ensa 壊槌,Master,21,251,131,0,0,50,4,8.00,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,100,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,20,20,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,呪穿孔,Curse drilling,TRUE,,,,,0%,,,,,,,,,A
11100701,Two-Handed Club,確認用：両手棍0701,Confirmation: both hands haltere 0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100702,Two-Handed Club,確認用：両手棍0702,Confirmation: both hands haltere 0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100703,Two-Handed Club,獣王の爛棍,爛棍 of Shishio,Master,19,218,115,0,0,50,4,10.00,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,50,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,爛れ,sore,タタレ,Tatare,-5%,,,,,,,,,A
11100704,Two-Handed Club,氷塊石の槌,Mallet of ice blocks stone,Master,24,338,166,0,0,50,4,8.00,0,100,0,ok,47,1,0,0,1,0,0,1,0,1,0,329,150,50,15,6,-2,-1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,水攻撃属性による物理攻撃力上昇,Physical attack power rise due to water attack attribute,TRUE,,,,,0%,,,,,,,,,E
11100705,Two-Handed Club,バウンダリーハンマー,Boundary hammer,Normal,24,294,144,0,0,50,4,8.00,0,100,0,ok,37,1,0,0,1,0,0,1,0,1,0,329,50,20,4,5,-3,-2,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11100801,Two-Handed Club,ガーディアンスタンプ,Guardian stamp,Good,19,194,103,0,0,50,4,8.00,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,70,0,0,6,-3,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,プロテクション,protection,TRUE,,,,,0%,,,,,,,,,A
11100802,Two-Handed Club,七星の大槌,Otsuchi of Seven Star,Master,18,195,104,0,0,50,4,8.00,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,70,70,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,ハードヒットダメージ増加,Hard hit damage increase,TRUE,,,,,0%,,,,,,,,,A
11100803,Two-Handed Club,エクセレイア,Ekusereia,Good,21,222,115,0,0,50,4,8.50,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,70,30,4,3,-3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,士気高揚,Morale,TRUE,,,,,0%,,,,,,,,,A
11100804,Two-Handed Club,トラヴァーリ,Toravari,Master,23,302,147,0,0,50,4,8.00,0,100,0,ok,47,1,0,0,1,0,0,1,0,1,0,329,150,0,12,8,-1,-3,2,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56,-1,,激震,severe earthquake,TRUE,全ステータス減少,All status reduction,センステエタスケンシヨウ,Sense Hand-painted Tusken NOT USED,-10%,,,,,,,,,E
11100805,Two-Handed Club,グルーガ,Guruga,Master,20,230,119,0,0,50,4,8.00,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,200,0,8,7,-3,-5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,,ゾンビキラー,Zombie Killer,TRUE,気絶,Swoon,キセツ,Season,-3%,,,,,,,,,
11100806,Two-Handed Club,爆轟大棍,Detonation Dai棍,Artifact,26,800,598,0,0,60,4,18.00,0,100,0,ok,0,1,0,0,1,0,0,1,0,0,0,73,150,80,18,0,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,70,-1,,ファイアボムエンチャント,Fire Bomb Enchantment,TRUE,,,,,0%,,,,,,,,,E
11170104,Two-Handed Club,ヴォイドハンマー,Void hammer,Master,25,380,163,0,0,35,5,6.50,0,100,0,ok,48,1,0,0,1,0,0,1,0,1,0,329,340,0,22,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,60,-1,,無属性追加攻撃,Non-attribute additional attack,TRUE,,,,,0%,,,,,,,,,E
11170105,Two-Handed Club,確認専用：両手棍0105,Confirmation only: both hands haltere 0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170106,Two-Handed Club,ヒュレンスハンマー,Fuse Reference hammer,Legend,1,200,0,0,0,70,4,1.20,0,0,100,ok,-1,1,0,0,1,0,0,1,0,1,0,329,15,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,20,35,,,,FALSE,,,,,0%,,,,,,,,,A
11170205,Two-Handed Club,確認専用：両手棍0205,Confirmation only: both hands haltere 0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170302,Two-Handed Club,フォルクスハンマー,Volkswagen hammer,Master,17,177,0,0,0,35,4,1.20,0,0,100,ok,-1,1,0,0,1,0,0,1,0,1,0,329,60,0,0,0,-3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,44,-1,,PIE による物理攻撃力上昇,Physical attack power rise due to PIE,TRUE,,,,,0%,,,,,,,,,
11170303,Two-Handed Club,ガルベストン,Galveston,Master,18,140,110,0,0,35,4,16.40,0,100,0,ok,-1,1,0,0,1,0,0,0,0,0,0,9,20,20,0,0,-3,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,光属性追加攻撃,Light attribute additional attack,TRUE,,,,,0%,,,,,,,,,A
11170305,Two-Handed Club,確認専用：両手棍0305,Confirmation only: both hands haltere 0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170306,Two-Handed Club,フォルティシャフト,Fawlty shaft,Normal,19,185,98,0,0,35,4,7.80,0,0,100,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,4,0,-3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,48,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11170307,Two-Handed Club,イラプトフレイル,Lee interrupt Flail,Normal,18,167,110,0,0,35,4,12.00,0,100,0,ok,34,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11170401,Two-Handed Club,地龍棍バロウグラヴィス,Chiryu棍 Barrow Graves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170402,Two-Handed Club,確認専用：両手棍0402,Confirmation only: both hands haltere 0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170403,Two-Handed Club,ブレッヒェンピッケル,Breccias Partenkirchen ice axes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170404,Two-Handed Club,ハーケンマルトー,Harken Marteau,Master,22,273,138,0,0,35,4,18.00,0,100,0,ok,46,1,0,0,1,0,0,1,0,0,0,73,150,0,0,2,-3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,54,-1,,スキル発動時確率で OD 消費 0,OD consumed by the skill triggered when probability 0,TRUE,混乱,confusion,コンラン,Conran,-4%,,,,,,,,,E
11170405,Two-Handed Club,ランドマンピッケル,Land Man ice axes,Good,24,307,151,0,0,35,4,1.20,0,0,100,ok,42,1,0,0,1,0,0,1,0,1,0,329,100,50,4,8,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11180101,Two-Handed Club,ディスカラーハンマー,Discover color hammer,Normal,11,114,0,0,0,50,4,8.00,0,100,0,ok,31,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11180102,Two-Handed Club,フレイムハンマー,Flame hammer,Master,12,128,45,0,0,50,4,16.60,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,30,0,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,33,-1,,火属性追加攻撃,Fire attribute additional attack,TRUE,,,,,0%,,,,,,,,,
11190101,Two-Handed Club,シングルベル,Single Bell,Normal,1,5,5,0,0,30,2,1.80,0,100,0,ok,26,1,1,1,1,1,1,1,1,1,1,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,-1,,HOLY KNIGHT.,HOLY KNIGHT.,TRUE,,,,,0%,決して一人じゃない。さぁ鐘を鳴らそう。,Never not alone. Now it attempts to ring the bell.,[季節イベント] 冬の精霊祭,[Seasonal Events] Winter Spirit Festival,,,,,E
11199901,Two-Handed Club,巨人の骨の棍棒,Cudgel of giant bone,Poor,1,1,0,0,0,4,4,8.50,0,100,0,ok,-1,1,0,0,1,0,0,1,0,1,0,329,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,-1,,AGI 低下,AGI decline,FALSE,,,,,0%,,,,,,,,,A
11199902,Two-Handed Club,【RD】巨人の骨の棍棒,[RD] of the giants of bone club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11199999,Two-Handed Club,検証用両手棍,Verification for both hands haltere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200101,Wand,セプター,Scepter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200102,Wand,セプター1,Scepter 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200103,Wand,セプター2,Scepter 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200201,Wand,ヒートロッド,Heat rod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200202,Wand,ヒートロッド1,Heat rod 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200203,Wand,ヒートロッド2,Heat rod 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200301,Wand,アイボリーワンド,Ivory Wand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200302,Wand,アイボリーワンド1,Ivory Wand 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200401,Wand,ウィッチクラフト（未使用）,Witchcraft (not used),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11200501,Wand,アスクレピオス,Asklepios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11299999,Wand,検証用片手杖,Verification one hand cane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300101,Two-Handed Staff,スタッフ,staff,Normal,1,5,50,0,0,21,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11300102,Two-Handed Staff,魔術師のスタッフ,Magician of staff,Normal,2,11,60,0,0,25,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,SR 2,,,FALSE,,,,,0%,,,,,,,,,A
11300103,Two-Handed Staff,ブラックウッドスタッフ,Blackwood staff,Normal,3,18,80,0,0,29,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 3,,,FALSE,,,,,0%,,,,,,,,,A
11300104,Two-Handed Staff,メイジスタッフ,Meiji staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300105,Two-Handed Staff,アドモニッシュスタッフ,Adomo Danish staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300106,Two-Handed Staff,輝宝の杖,Cane of Terutakara,Master,2,15,70,0,0,29,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,SR 2,,,FALSE,,,,,0%,,,,,,,,,A
11300107,Two-Handed Staff,黄昏の杖,Cane of twilight,Master,6,30,105,0,0,29,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,-1,SR 6,,,FALSE,,,,,0%,,,,,,,,,A
11300108,Two-Handed Staff,精霊のウッドスタッフ,Spirit of Wood staff,Normal,4,18,88,0,0,29,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 4,,,FALSE,,,,,0%,,,,,,,,,A
11300109,Two-Handed Staff,霊媒師の杖,Cane of spirit medium teacher,Good,8,45,132,0,0,21,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 8,,,FALSE,,,,,0%,,,,,,,,,
11300110,Two-Handed Staff,ナイトウィッシュ,Night Wish,Master,11,45,152,0,0,21,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,-100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11300111,Two-Handed Staff,ブラックパール,BLACK PEARL,Normal,10,45,131,0,0,21,1,3.10,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11300112,Two-Handed Staff,宝石騎士の杖,Cane jewelry knight,Normal,4,27,123,0,0,52,2,2.90,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,SR 4,,,FALSE,,,,,0%,,,,,[ジェムソケット固定] △○◇,[Gem socket retaining] △ ○ ◇,,,A
11300113,Two-Handed Staff,ガイストロッド,Geist rod,Normal,21,36,224,0,0,21,1,3.40,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,,,,FALSE,,,,,0%,,,,,,,,,A
11300114,Two-Handed Staff,【RD】ウッドスタッフ,[RD] Wood staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300181,Two-Handed Staff,ルーキーズスタッフ,Rookies staff,Legend,1,22,101,0,0,48,1,3.00,0,70,30,ok,0,0,0,1,1,0,0,0,0,1,0,268,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,,,,,[ジェムソケット固定] ○△,[Gem socket retaining] ○ △,,,E
11300199,Two-Handed Staff,ビギナーズスタッフ,Beginner's staff,Normal,1,1,35,0,0,21,1,3.10,0,70,30,ok,20,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,-1,,,,FALSE,,,,,0%,,,,,,,,,E
11300201,Two-Handed Staff,オニキス,onyx,Normal,5,25,85,0,0,35,1,3.20,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 5,,,FALSE,,,,,0%,,,,,,,,,A
11300202,Two-Handed Staff,スタックオブライト,Stack of Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300203,Two-Handed Staff,サードニクス,Sardonyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300204,Two-Handed Staff,増幅の杖,Cane of amplification,Master,2,15,99,0,0,2,1,3.20,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,-1,SR 2,,,FALSE,,,,,0%,,,,,,,,,A
11300205,Two-Handed Staff,ダークスタッフ,Dark staff,Good,5,26,100,0,0,35,1,3.20,0,70,30,ok,27,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,"SR 5, Cha",,,FALSE,,,,,0%,,,,,,,,,E
11300206,Two-Handed Staff,【RD】オニキス,[RD] Onyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11300301,Two-Handed Staff,ブラックサバス,Black Sabbath,Good,7,32,115,0,0,35,1,3.40,0,70,30,ok,-1,0,0,1,1,0,0,1,0,1,1,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,SR 7,,,FALSE,,,,,0%,,,,,,,,,A
